BudgetMonth,StoreKey,ChannelKey,Category,BudgetUnits,BudgetSales,BudgetGrossProfit,TargetMarginPct,Scenario,BudgetOwner,FiscalYear,FiscalQuarter,Year,MonthNum,MonthName
2023-11-01,220,4,Fashion,96,9697.94,3453.35,0.3561,Baseline,Finance Ops,2024,FQ3,2023,11,November
2023-11-01,220,4,Furniture,89,57639.98,17723.23,0.3075,Baseline,Commercial Planning,2024,FQ3,2023,11,November
2023-11-01,220,4,Grocery,168,3861.93,1289.0,0.3338,Baseline,Commercial Planning,2024,FQ3,2023,11,November
2023-11-01,220,4,Home Appliances,111,37834.13,12891.02,0.3407,Baseline,Commercial Planning,2024,FQ3,2023,11,November
2023-11-01,220,4,Office Supplies,63,3371.96,1523.77,0.4519,Baseline,Commercial Planning,2024,FQ3,2023,11,November
2023-11-01,220,4,Sports,99,19458.86,7182.39,0.3691,Baseline,Finance Ops,2024,FQ3,2023,11,November
2023-12-01,201,1,Beauty,15,758.28,256.9,0.3388,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,201,1,Electronics,48,44564.14,16464.32,0.3695,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,201,1,Fashion,39,3979.76,1443.05,0.3626,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,201,1,Furniture,17,8194.56,2139.37,0.2611,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,201,1,Grocery,47,1528.19,603.49,0.3949,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,201,1,Home Appliances,43,16917.24,7556.59,0.4467,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,201,1,Office Supplies,23,1178.68,338.22,0.2869,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,201,1,Sports,16,2420.59,1054.17,0.4355,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,202,1,Beauty,38,1769.89,498.06,0.2814,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,202,1,Electronics,27,32262.24,13205.9,0.4093,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,202,1,Fashion,15,2324.33,1132.84,0.4874,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,202,1,Furniture,40,37214.56,11081.57,0.2978,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,202,1,Grocery,54,1543.59,576.48,0.3735,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,202,1,Home Appliances,31,14762.53,5824.48,0.3945,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,202,1,Office Supplies,28,883.64,354.1,0.4007,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,202,1,Sports,23,3580.27,1459.05,0.4075,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,203,1,Beauty,46,2173.61,652.16,0.3,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,203,1,Electronics,113,146286.22,54721.33,0.3741,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,203,1,Fashion,58,4348.03,1132.45,0.2605,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,203,1,Furniture,34,23878.49,8881.72,0.372,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,203,1,Grocery,10,364.23,126.23,0.3466,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,203,1,Home Appliances,26,10465.69,3300.98,0.3154,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,203,1,Office Supplies,16,480.39,170.45,0.3548,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,203,1,Sports,28,4203.0,1726.8,0.4108,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,204,1,Beauty,38,1805.7,533.12,0.2952,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,204,1,Electronics,40,42268.71,16896.32,0.3997,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,204,1,Fashion,46,2634.36,787.56,0.299,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,204,1,Furniture,29,19742.17,7066.34,0.3579,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,204,1,Grocery,39,1025.72,389.81,0.38,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,204,1,Home Appliances,28,12906.74,5791.66,0.4487,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,204,1,Office Supplies,44,2543.38,844.56,0.3321,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,204,1,Sports,55,12634.08,4148.46,0.3284,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,205,1,Beauty,19,630.66,148.46,0.2354,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,205,1,Electronics,35,20487.03,7102.05,0.3467,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,205,1,Fashion,20,1732.3,644.68,0.3722,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,205,1,Furniture,24,11208.68,3976.11,0.3547,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,205,1,Grocery,6,131.15,46.78,0.3567,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,205,1,Home Appliances,22,8383.38,3075.37,0.3668,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,205,1,Office Supplies,15,669.35,200.87,0.3001,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,205,1,Sports,20,2765.06,1073.89,0.3884,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,206,1,Beauty,31,1617.88,584.86,0.3615,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,206,1,Electronics,30,23415.81,8549.92,0.3651,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,206,1,Fashion,14,754.09,272.9,0.3619,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,206,1,Furniture,60,44093.99,13484.48,0.3058,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,206,1,Grocery,41,950.65,338.9,0.3565,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,206,1,Home Appliances,23,10957.03,5040.5,0.46,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,206,1,Office Supplies,7,308.28,127.2,0.4126,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,206,1,Sports,18,3488.36,1302.62,0.3734,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,207,1,Beauty,27,912.67,310.72,0.3405,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,207,1,Electronics,40,32194.34,10764.48,0.3344,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,207,1,Fashion,26,2582.84,1034.3,0.4005,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,207,1,Furniture,32,19771.01,7461.51,0.3774,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,207,1,Grocery,39,952.97,280.16,0.294,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,207,1,Home Appliances,24,11601.97,4975.95,0.4289,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,207,1,Office Supplies,10,395.48,158.36,0.4004,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,207,1,Sports,26,3195.2,1362.96,0.4266,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,208,1,Beauty,28,1846.72,705.18,0.3819,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,208,1,Electronics,53,57906.97,22540.83,0.3893,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,208,1,Fashion,15,1495.68,645.86,0.4318,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,208,1,Furniture,37,19151.74,7545.89,0.394,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,208,1,Grocery,45,851.35,292.24,0.3433,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,208,1,Home Appliances,24,16015.16,4780.1,0.2985,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,208,1,Office Supplies,17,920.7,266.96,0.29,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,208,1,Sports,12,1518.21,260.33,0.1715,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,209,1,Beauty,33,1795.31,542.84,0.3024,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,209,1,Electronics,67,44414.15,13857.7,0.312,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,209,1,Fashion,10,1077.32,390.1,0.3621,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,209,1,Furniture,11,8354.07,3026.38,0.3623,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,209,1,Grocery,37,945.99,268.21,0.2835,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,209,1,Home Appliances,80,31422.19,12152.17,0.3867,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,209,1,Office Supplies,25,1160.47,457.46,0.3942,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,209,1,Sports,20,3279.9,874.5,0.2666,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,210,1,Beauty,37,1623.28,552.31,0.3402,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,210,1,Electronics,59,64305.75,21114.3,0.3283,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,210,1,Fashion,15,1221.99,477.29,0.3906,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,210,1,Furniture,27,15251.25,5494.49,0.3603,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,210,1,Grocery,22,691.32,268.99,0.3891,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,210,1,Home Appliances,23,10162.4,3518.98,0.3463,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,210,1,Office Supplies,21,983.57,371.98,0.3782,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,210,1,Sports,21,4404.99,1839.72,0.4176,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,211,1,Beauty,25,1141.24,397.75,0.3485,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,211,1,Electronics,44,35695.29,13056.58,0.3658,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,211,1,Fashion,12,1021.14,416.69,0.4081,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,211,1,Furniture,16,9124.24,1680.11,0.1841,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,211,1,Grocery,47,1104.79,366.95,0.3321,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,211,1,Home Appliances,33,17608.5,4936.86,0.2804,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,211,1,Office Supplies,27,1207.2,506.57,0.4196,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,211,1,Sports,11,947.39,504.81,0.5328,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,212,1,Beauty,31,1664.34,433.8,0.2606,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,212,1,Electronics,43,36942.3,15964.69,0.4322,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,212,1,Fashion,26,3492.63,1318.18,0.3774,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,212,1,Furniture,38,24787.64,6759.7,0.2727,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,212,1,Grocery,29,728.61,219.05,0.3006,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,212,1,Home Appliances,28,16381.5,6892.14,0.4207,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,212,1,Office Supplies,31,1694.38,627.23,0.3702,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,212,1,Sports,39,7167.41,2445.5,0.3412,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,213,1,Beauty,62,3470.01,1249.72,0.3601,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,213,1,Electronics,45,35752.56,12876.33,0.3602,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,213,1,Fashion,10,1292.09,571.26,0.4421,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,213,1,Furniture,20,12648.34,3645.7,0.2882,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,213,1,Grocery,19,492.6,145.98,0.2963,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,213,1,Home Appliances,36,9519.76,3266.21,0.3431,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,213,1,Office Supplies,28,1356.51,499.48,0.3682,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,213,1,Sports,36,6928.25,2348.43,0.339,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,214,1,Beauty,32,1325.09,414.23,0.3126,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,214,1,Electronics,44,37710.12,13658.98,0.3622,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,214,1,Fashion,53,5992.59,2358.08,0.3935,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,214,1,Furniture,28,11627.75,5055.74,0.4348,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,214,1,Grocery,9,260.1,97.04,0.3731,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,214,1,Home Appliances,39,18010.27,6794.37,0.3772,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,214,1,Office Supplies,37,2021.43,740.09,0.3661,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,214,1,Sports,28,4844.82,1984.82,0.4097,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,215,2,Beauty,56,2863.18,948.92,0.3314,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,215,2,Electronics,149,138447.48,45780.65,0.3307,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,215,2,Fashion,68,5522.33,1702.24,0.3082,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,215,2,Furniture,66,40058.1,12967.11,0.3237,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,215,2,Grocery,48,961.73,338.48,0.3519,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,215,2,Home Appliances,85,42130.66,16718.55,0.3968,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,215,2,Office Supplies,94,4316.82,1605.19,0.3718,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,215,2,Sports,122,20860.58,7850.92,0.3764,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,216,2,Beauty,81,3613.73,1253.68,0.3469,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,216,2,Electronics,202,199522.21,69106.26,0.3464,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,216,2,Fashion,79,8591.56,3008.27,0.3501,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,216,2,Furniture,72,50064.34,17041.85,0.3404,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,216,2,Grocery,100,2359.22,871.01,0.3692,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,216,2,Home Appliances,84,32714.67,11504.57,0.3517,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,216,2,Office Supplies,59,2301.68,909.16,0.395,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,216,2,Sports,47,8049.4,2569.18,0.3192,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,217,2,Beauty,90,4492.41,1536.79,0.3421,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,217,2,Electronics,134,105913.59,35105.68,0.3315,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,217,2,Fashion,91,7861.83,2732.96,0.3476,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,217,2,Furniture,32,27629.6,10990.52,0.3978,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,217,2,Grocery,74,1903.4,726.29,0.3816,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,217,2,Home Appliances,68,35555.6,12632.03,0.3553,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,217,2,Office Supplies,46,2328.59,890.33,0.3823,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,217,2,Sports,63,11049.91,4737.58,0.4287,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,218,3,Beauty,598,31001.0,9540.58,0.3078,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,218,3,Electronics,669,535425.35,179528.5,0.3353,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,218,3,Fashion,302,31776.84,10838.55,0.3411,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,218,3,Furniture,314,212447.54,76277.64,0.359,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,218,3,Grocery,604,13545.64,4683.15,0.3457,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,218,3,Home Appliances,607,218395.55,90218.21,0.4131,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,218,3,Office Supplies,556,25942.01,8377.03,0.3229,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,218,3,Sports,321,45228.19,15552.89,0.3439,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,219,3,Beauty,179,7047.72,2078.84,0.295,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,219,3,Electronics,764,755042.54,257463.72,0.341,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,219,3,Fashion,535,42168.95,16192.34,0.384,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,219,3,Furniture,199,128275.63,42194.17,0.3289,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,219,3,Grocery,575,16386.36,5567.3,0.3398,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,219,3,Home Appliances,497,253989.84,88012.97,0.3465,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,219,3,Office Supplies,310,14670.58,5766.68,0.3931,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,219,3,Sports,350,59611.2,20790.05,0.3488,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,220,4,Beauty,110,5577.92,1861.54,0.3337,Baseline,Regional Director,2024,FQ3,2023,12,December
2023-12-01,220,4,Electronics,197,172992.97,58858.14,0.3402,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,220,4,Fashion,118,11189.58,4606.55,0.4117,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,220,4,Furniture,76,46024.14,14971.42,0.3253,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,220,4,Grocery,156,3315.65,1249.69,0.3769,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,220,4,Home Appliances,133,52214.71,22753.36,0.4358,Baseline,Finance Ops,2024,FQ3,2023,12,December
2023-12-01,220,4,Office Supplies,109,5485.89,2163.81,0.3944,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2023-12-01,220,4,Sports,84,12235.34,4366.23,0.3569,Baseline,Commercial Planning,2024,FQ3,2023,12,December
2024-01-01,201,1,Beauty,9,194.3,82.18,0.423,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,201,1,Electronics,24,28799.02,10533.88,0.3658,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,201,1,Fashion,22,2570.62,861.09,0.335,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,201,1,Furniture,15,7603.74,2431.13,0.3197,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,201,1,Grocery,20,236.99,96.33,0.4065,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,201,1,Home Appliances,33,11533.23,4657.34,0.4038,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,201,1,Office Supplies,26,1088.6,310.18,0.2849,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,201,1,Sports,10,1109.36,463.57,0.4179,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,202,1,Beauty,8,502.45,135.17,0.269,Stretch,Regional Director,2024,FQ4,2024,1,January
2024-01-01,202,1,Electronics,26,23871.37,8538.96,0.3577,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,202,1,Fashion,15,1237.12,657.73,0.5317,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,202,1,Furniture,2,2850.7,921.08,0.3231,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,202,1,Grocery,38,1100.44,363.63,0.3304,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,202,1,Home Appliances,11,6894.22,2586.91,0.3752,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,202,1,Office Supplies,24,1637.06,702.52,0.4291,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,202,1,Sports,22,2406.49,923.9,0.3839,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,203,1,Beauty,20,1203.37,387.24,0.3218,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,203,1,Electronics,18,17417.39,6248.3,0.3587,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,203,1,Fashion,15,1857.74,752.72,0.4052,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,203,1,Furniture,18,7830.14,2994.54,0.3824,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,203,1,Grocery,33,850.61,353.75,0.4159,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,203,1,Home Appliances,28,10169.27,3438.18,0.3381,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,203,1,Office Supplies,21,1033.8,450.51,0.4358,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,203,1,Sports,10,1366.49,617.71,0.452,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,204,1,Beauty,23,1524.16,481.22,0.3157,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,204,1,Electronics,21,11021.87,4709.77,0.4273,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,204,1,Fashion,3,291.4,86.45,0.2967,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,204,1,Furniture,18,9847.87,3847.45,0.3907,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,204,1,Grocery,10,360.3,123.47,0.3427,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,204,1,Home Appliances,14,5552.06,2313.62,0.4167,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,204,1,Office Supplies,20,1138.72,421.14,0.3698,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,204,1,Sports,34,5572.82,2424.55,0.4351,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,205,1,Beauty,27,1645.1,649.99,0.3951,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,205,1,Electronics,34,35782.41,13070.72,0.3653,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,205,1,Fashion,23,1348.99,531.16,0.3937,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,205,1,Furniture,16,8333.05,4326.89,0.5192,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,205,1,Grocery,22,611.65,240.36,0.393,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,205,1,Home Appliances,31,14029.58,4842.42,0.3452,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,205,1,Office Supplies,32,2029.1,810.8,0.3996,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,205,1,Sports,23,3457.93,1315.79,0.3805,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,206,1,Beauty,8,424.65,201.09,0.4735,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,206,1,Electronics,4,6565.28,2267.57,0.3454,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,206,1,Fashion,22,1337.11,587.82,0.4396,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,206,1,Furniture,12,5900.3,2139.61,0.3626,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,206,1,Grocery,11,212.24,30.86,0.1454,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,206,1,Home Appliances,20,12791.53,4713.08,0.3685,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,206,1,Office Supplies,13,633.96,280.75,0.4429,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,206,1,Sports,28,5809.18,2017.6,0.3473,Stretch,Regional Director,2024,FQ4,2024,1,January
2024-01-01,207,1,Beauty,24,901.45,253.16,0.2808,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,207,1,Electronics,73,55425.35,24000.96,0.433,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,207,1,Fashion,18,1694.89,594.88,0.351,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,207,1,Furniture,26,15128.24,6285.57,0.4155,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,207,1,Grocery,3,101.74,31.34,0.308,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,207,1,Home Appliances,22,10764.03,4900.93,0.4553,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,207,1,Office Supplies,22,1493.53,570.76,0.3822,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,207,1,Sports,26,4690.75,1650.29,0.3518,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,208,1,Beauty,9,387.36,174.58,0.4507,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,208,1,Electronics,30,33533.83,15899.17,0.4741,Stretch,Regional Director,2024,FQ4,2024,1,January
2024-01-01,208,1,Fashion,32,3869.74,1851.68,0.4785,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,208,1,Furniture,16,13524.23,4698.9,0.3474,Stretch,Regional Director,2024,FQ4,2024,1,January
2024-01-01,208,1,Grocery,31,648.83,232.7,0.3586,Stretch,Commercial Planning,2024,FQ4,2024,1,January
2024-01-01,208,1,Home Appliances,19,6201.9,2092.81,0.3374,Stretch,Regional Director,2024,FQ4,2024,1,January
2024-01-01,208,1,Office Supplies,31,1470.2,548.42,0.373,Stretch,Finance Ops,2024,FQ4,2024,1,January
2024-01-01,208,1,Sports,2,427.78,102.77,0.2402,Stretch,Regional Director,2024,FQ4,2024,1,January
2024-01-01,209,1,Beauty,8,534.7,133.27,0.2492,Stretch,Regional Director,2024,FQ4,2024,1,January
