SalesLineKey,OrderID,OrderLineNo,OrderDate,ShipDate,InvoiceDate,ReturnDate,CustomerKey,ProductKey,StoreKey,SalespersonKey,PromotionKey,ChannelKey,SalesRegion,Country,CustomerSegment,OrderPriority,PaymentMethod,ProductCategory,ProductSubcategory,Units,UnitPrice,ListPrice,DiscountPct,GrossSales,DiscountAmount,NetSales,COGS,GrossProfit,TaxAmount,FreightAmount,ReturnedFlag,OnTimeShipFlag,DemandIndex
52327,ORD-20241028-052327,1,2024-10-28,2024-11-02,2024-10-28,,7457,1004,218,454,306,3,North,USA,Corporate,High,Card,Electronics,Laptop,25,1858.67,1745.49,0.06,46466.75,2788.0,43678.75,29014.18,14664.57,1747.15,16.05,0,0,109.8
52328,ORD-20241028-052328,1,2024-10-28,2024-10-31,2024-10-29,,8939,1006,217,414,0,2,North,USA,Small Business,High,Wallet,Electronics,Laptop,1,1649.11,1592.87,0.0,1649.11,0.0,1649.11,964.16,684.95,119.56,10.6,0,0,110.6
52329,ORD-20241028-052329,1,2024-10-28,2024-10-30,2024-10-28,,8897,1127,212,456,305,1,South,USA,Small Business,High,Card,Sports,Outdoor,3,229.11,222.41,0.18,687.33,123.72,563.61,310.07,253.54,40.86,0.0,0,1,116.2
52330,ORD-20241028-052330,1,2024-10-28,2024-11-01,2024-10-28,,7935,1126,213,437,0,1,North,USA,Small Business,Critical,Card,Sports,Fitness,1,239.97,232.68,0.0,239.97,0.0,239.97,119.89,120.08,17.4,0.0,0,0,118.6
52331,ORD-20241028-052331,1,2024-10-28,2024-10-28,2024-10-29,,8481,1181,201,410,0,1,South,USA,Consumer,Medium,Card,Office Supplies,Storage,3,37.93,36.19,0.0,113.79,0.0,113.79,48.3,65.49,8.25,0.0,0,1,102.1
52332,ORD-20241028-052332,1,2024-10-28,2024-10-30,2024-10-28,,5805,1115,203,449,0,1,West,USA,Home Office,Medium,Card,Grocery,Staples,1,24.35,24.43,0.0,24.35,0.0,24.35,15.14,9.21,1.77,0.0,0,1,113.0
52333,ORD-20241028-052333,1,2024-10-28,2024-10-31,2024-10-28,,8589,1114,218,431,0,3,North,USA,Small Business,High,Card,Grocery,Staples,12,11.73,12.61,0.0,140.76,0.0,140.76,103.17,37.59,5.63,28.52,0,1,101.0
52334,ORD-20241028-052334,1,2024-10-28,2024-10-30,2024-10-29,,9458,1062,204,432,0,1,South,USA,Consumer,Medium,Card,Furniture,Office Furniture,3,314.18,296.2,0.01,942.54,9.43,933.11,529.01,404.1,67.65,0.0,0,1,109.3
52335,ORD-20241028-052335,1,2024-10-28,2024-10-31,2024-10-28,,7437,1142,220,406,0,4,North,USA,Small Business,High,Card,Beauty,Skincare,3,80.63,86.77,0.02,241.89,4.84,237.05,173.96,63.09,17.19,11.42,0,1,103.3
52336,ORD-20241028-052336,1,2024-10-28,2024-11-01,2024-10-29,,9588,1112,215,404,0,2,South,USA,Home Office,Medium,Card,Grocery,Snacks,4,6.87,6.4,0.0,27.48,0.0,27.48,14.01,13.47,1.99,4.52,0,0,117.2
52337,ORD-20241028-052337,1,2024-10-28,2024-10-29,2024-10-29,,9804,1124,211,423,305,1,East,USA,Corporate,High,Wallet,Sports,Fitness,3,128.03,122.92,0.15,384.09,57.61,326.48,232.29,94.19,23.67,0.0,0,1,115.8
52338,ORD-20241028-052338,1,2024-10-28,2024-10-30,2024-10-29,2024-11-19,5368,1171,217,430,305,2,North,USA,Consumer,Low,Card,Office Supplies,Writing,10,69.7,72.25,0.18,697.0,125.46,571.54,422.07,149.47,41.44,6.16,1,1,111.9
52339,ORD-20241028-052339,1,2024-10-28,2024-10-30,2024-10-30,,5177,1135,205,444,0,1,South,USA,Consumer,Medium,Net Terms,Sports,Athleisure,10,189.12,175.67,0.02,1891.2,37.82,1853.38,1052.91,800.47,134.37,0.0,0,1,116.2
52340,ORD-20241028-052340,1,2024-10-28,2024-10-29,2024-10-30,,7984,1168,208,405,305,1,East,USA,Home Office,Low,Wallet,Office Supplies,Paper,4,43.49,44.38,0.15,173.96,26.09,147.87,117.91,29.96,10.72,0.0,0,1,109.0
52341,ORD-20241028-052341,1,2024-10-28,2024-11-01,2024-10-30,2024-12-07,8395,1145,220,409,307,4,North,USA,Consumer,Medium,Card,Beauty,Skincare,1,46.35,48.19,0.12,46.35,5.56,40.79,29.63,11.16,2.96,5.32,1,1,99.6
52342,ORD-20241028-052342,1,2024-10-28,2024-10-29,2024-10-29,,7603,1058,217,447,0,2,North,USA,Small Business,High,Card,Furniture,Office Furniture,1,1006.31,943.71,0.0,1006.31,0.0,1006.31,599.43,406.88,72.96,8.15,0,1,104.4
52343,ORD-20241028-052343,1,2024-10-28,2024-10-28,2024-10-30,,5122,1018,204,443,0,1,South,USA,Consumer,Medium,Card,Electronics,Phone,2,604.13,569.64,0.0,1208.26,0.0,1208.26,704.51,503.75,87.6,0.0,0,1,118.6
52344,ORD-20241028-052344,1,2024-10-28,2024-10-28,2024-10-30,,9637,1151,208,442,305,1,East,USA,Consumer,Medium,Card,Beauty,Makeup,4,51.28,54.81,0.14,205.12,28.72,176.4,112.53,63.87,12.79,0.0,0,1,114.0
52345,ORD-20241028-052345,1,2024-10-28,2024-10-30,2024-10-28,,9669,1141,208,401,0,1,East,USA,Consumer,Medium,Bank Transfer,Beauty,Skincare,1,78.71,77.52,0.0,78.71,0.0,78.71,52.65,26.06,5.71,0.0,0,1,100.9
52346,ORD-20241028-052346,1,2024-10-28,2024-10-28,2024-10-30,,6721,1006,210,404,0,1,West,USA,Consumer,High,Card,Electronics,Laptop,4,1519.34,1644.61,0.01,6077.36,60.77,6016.59,3832.49,2184.1,436.2,0.0,0,1,101.2
52347,ORD-20241028-052347,1,2024-10-28,2024-10-29,2024-10-28,,6427,1151,207,437,307,1,North,USA,Small Business,High,Wallet,Beauty,Makeup,1,57.32,55.33,0.13,57.32,7.45,49.87,28.42,21.45,3.62,0.0,0,1,118.6
52348,ORD-20241028-052348,1,2024-10-28,2024-10-28,2024-10-30,,5251,1013,209,450,0,1,East,USA,Home Office,High,Card,Electronics,Tablet,1,1141.41,1096.44,0.0,1141.41,0.0,1141.41,757.75,383.66,82.75,0.0,0,1,111.2
52349,ORD-20241028-052349,1,2024-10-28,2024-10-28,2024-10-29,,8185,1010,217,428,305,2,North,USA,Small Business,Critical,Card,Electronics,Tablet,2,553.25,525.34,0.14,1106.5,154.91,951.59,496.36,455.23,68.99,7.0,0,1,107.9
52350,ORD-20241028-052350,1,2024-10-28,2024-10-31,2024-10-29,,8829,1051,218,420,0,3,North,USA,Consumer,Medium,Card,Home Appliances,Laundry,15,751.2,765.41,0.0,11268.0,0.0,11268.0,6935.94,4332.06,450.72,24.12,0,1,107.2
52351,ORD-20241028-052351,1,2024-10-28,2024-10-29,2024-10-29,,8938,1069,211,408,0,1,East,USA,Consumer,Critical,Wallet,Furniture,Living Room,3,536.21,558.93,0.0,1608.63,0.0,1608.63,1149.73,458.9,116.63,0.0,0,1,115.1
52352,ORD-20241028-052352,1,2024-10-28,2024-10-31,2024-10-30,,7253,1167,215,457,309,2,South,USA,Consumer,Medium,Bank Transfer,Office Supplies,Paper,2,54.34,59.75,0.34,108.68,36.95,71.73,77.81,-6.08,5.2,7.56,0,0,115.4
52353,ORD-20241028-052353,1,2024-10-28,2024-10-29,2024-10-28,,5430,1025,214,439,0,1,West,USA,Consumer,Medium,Card,Electronics,Audio,2,1261.23,1230.21,0.0,2522.46,0.0,2522.46,1740.08,782.38,182.88,0.0,0,1,102.1
52354,ORD-20241028-052354,1,2024-10-28,2024-10-30,2024-10-29,,5427,1073,209,441,0,1,East,USA,Corporate,Critical,Wallet,Furniture,Bedroom,5,1135.67,1215.24,0.0,5678.35,0.0,5678.35,3283.0,2395.35,411.68,0.0,0,1,100.5
52355,ORD-20241028-052355,1,2024-10-28,2024-10-29,2024-10-30,,7797,1020,215,419,305,2,South,USA,Consumer,Medium,Card,Electronics,Phone,7,300.97,315.46,0.22,2106.79,463.49,1643.3,1174.43,468.87,119.14,10.21,0,1,101.1
52356,ORD-20241028-052356,1,2024-10-28,2024-11-01,2024-10-29,,6692,1172,219,403,306,3,South,USA,Consumer,Medium,Card,Office Supplies,Writing,12,16.24,15.46,0.07,194.88,13.64,181.24,104.92,76.32,7.25,18.95,0,1,110.0
52357,ORD-20241028-052357,1,2024-10-28,2024-10-29,2024-10-29,,5651,1075,211,410,305,1,East,USA,Consumer,High,Wallet,Furniture,Bedroom,1,219.29,211.31,0.23,219.29,50.44,168.85,104.83,64.02,12.24,0.0,0,1,103.8
52358,ORD-20241028-052358,1,2024-10-28,2024-10-31,2024-10-30,,8010,1007,216,401,0,2,East,USA,Consumer,Medium,Wallet,Electronics,Laptop,2,972.38,978.63,0.0,1944.76,0.0,1944.76,1084.34,860.42,141.0,10.02,0,0,112.9
52359,ORD-20241028-052359,1,2024-10-28,2024-10-30,2024-10-30,,9807,1071,220,418,0,4,North,USA,Home Office,High,Cash,Furniture,Bedroom,10,749.66,704.95,0.0,7496.6,0.0,7496.6,4746.97,2749.63,543.5,5.91,0,1,107.9
52360,ORD-20241028-052360,1,2024-10-28,2024-10-31,2024-10-28,,6570,1116,218,444,0,3,North,USA,Corporate,High,Net Terms,Grocery,Staples,6,8.77,8.16,0.0,52.62,0.0,52.62,24.38,28.24,2.1,8.9,0,1,111.2
52361,ORD-20241028-052361,1,2024-10-28,2024-10-30,2024-10-28,,5683,1012,207,404,305,1,North,USA,Consumer,Medium,Card,Electronics,Tablet,8,1124.56,1107.69,0.17,8996.48,1529.4,7467.08,4309.3,3157.78,541.36,0.0,0,1,115.0
52362,ORD-20241028-052362,1,2024-10-28,2024-10-30,2024-10-28,,7672,1040,211,452,305,1,East,USA,Small Business,High,Card,Home Appliances,Cleaning,2,387.15,399.89,0.22,774.3,170.35,603.95,389.94,214.01,43.79,0.0,0,1,102.7
52363,ORD-20241028-052363,1,2024-10-28,2024-10-30,2024-10-29,,9233,1130,220,437,0,4,North,USA,Consumer,High,Card,Sports,Outdoor,1,107.43,104.9,0.0,107.43,0.0,107.43,58.37,49.06,7.79,6.81,0,1,106.3
52364,ORD-20241028-052364,1,2024-10-28,2024-10-29,2024-10-29,,8285,1131,206,408,305,1,South,USA,Consumer,Medium,Card,Sports,Outdoor,1,107.14,105.46,0.13,107.14,13.93,93.21,64.41,28.8,6.76,0.0,0,1,110.2
52365,ORD-20241028-052365,1,2024-10-28,2024-10-29,2024-10-28,,7276,1029,216,438,0,2,East,USA,Consumer,High,Wallet,Home Appliances,Kitchen,6,300.48,286.16,0.0,1802.88,0.0,1802.88,1116.94,685.94,130.71,9.41,0,1,115.7
52366,ORD-20241028-052366,1,2024-10-28,2024-10-29,2024-10-29,,5504,1139,203,443,0,1,West,USA,Consumer,Low,Wallet,Sports,Athleisure,3,77.06,73.01,0.0,231.18,0.0,231.18,101.19,129.99,16.76,0.0,0,1,117.1
52367,ORD-20241029-052367,1,2024-10-29,2024-11-01,2024-10-31,,8720,1080,216,404,305,2,East,USA,Consumer,High,Card,Fashion,Men Apparel,1,161.98,164.27,0.16,161.98,25.92,136.06,77.59,58.47,9.86,7.56,0,0,107.4
52368,ORD-20241029-052368,1,2024-10-29,2024-10-30,2024-10-29,,9943,1039,201,410,0,1,South,USA,Small Business,Critical,Cash,Home Appliances,Cleaning,2,563.03,547.25,0.0,1126.06,0.0,1126.06,729.06,397.0,81.64,0.0,0,1,100.5
52369,ORD-20241029-052369,1,2024-10-29,2024-11-01,2024-10-31,,5568,1169,216,423,0,2,East,USA,Small Business,Medium,Bank Transfer,Office Supplies,Writing,5,26.64,28.47,0.0,133.2,0.0,133.2,82.54,50.66,9.66,10.47,0,0,113.6
52370,ORD-20241029-052370,1,2024-10-29,2024-11-02,2024-10-29,,7309,1008,202,419,0,1,West,USA,Consumer,Low,Card,Electronics,Tablet,2,1361.03,1286.5,0.0,2722.06,0.0,2722.06,1799.71,922.35,197.35,0.0,0,0,109.7
52371,ORD-20241029-052371,1,2024-10-29,2024-11-01,2024-10-30,,7517,1172,217,444,0,2,North,USA,Home Office,Medium,Wallet,Office Supplies,Writing,4,15.5,15.11,0.0,62.0,0.0,62.0,34.82,27.18,4.5,9.29,0,0,102.4
52372,ORD-20241029-052372,1,2024-10-29,2024-10-31,2024-10-31,,7705,1181,211,439,0,1,East,USA,Small Business,Medium,Card,Office Supplies,Storage,8,34.84,35.02,0.0,278.72,0.0,278.72,124.59,154.13,20.21,0.0,0,1,103.2
52373,ORD-20241029-052373,1,2024-10-29,2024-10-29,2024-10-30,,7270,1123,205,409,305,1,South,USA,Consumer,Medium,Net Terms,Sports,Fitness,8,213.64,224.44,0.18,1709.12,307.64,1401.48,1286.36,115.12,101.61,0.0,0,1,105.2
52374,ORD-20241029-052374,1,2024-10-29,2024-10-31,2024-10-31,,9450,1084,215,444,0,2,South,USA,Consumer,Medium,Card,Fashion,Men Apparel,2,109.57,110.89,0.0,219.14,0.0,219.14,103.3,115.84,15.89,3.26,0,1,104.1
52375,ORD-20241029-052375,1,2024-10-29,2024-10-30,2024-10-31,,7180,1089,220,421,0,4,North,USA,Consumer,Medium,Card,Fashion,Women Apparel,2,71.81,72.85,0.0,143.62,0.0,143.62,97.12,46.5,10.41,4.3,0,1,102.8
52376,ORD-20241029-052376,1,2024-10-29,2024-11-03,2024-10-29,,7412,1027,218,454,305,3,North,USA,Home Office,Medium,Card,Electronics,Audio,30,1148.73,1196.0,0.2,34461.9,6892.38,27569.52,21469.63,6099.89,1102.78,17.3,0,0,111.0
52377,ORD-20241029-052377,1,2024-10-29,2024-10-29,2024-10-31,,8333,1145,214,423,0,1,West,USA,Corporate,Critical,Card,Beauty,Skincare,4,47.94,46.72,0.0,191.76,0.0,191.76,120.4,71.36,13.9,0.0,0,1,103.6
52378,ORD-20241029-052378,1,2024-10-29,2024-11-01,2024-10-29,,7278,1100,215,416,305,2,South,USA,Corporate,High,Card,Grocery,Beverages,1,22.65,22.21,0.19,22.65,4.3,18.35,13.65,4.7,1.33,3.7,0,0,102.6
52379,ORD-20241029-052379,1,2024-10-29,2024-10-30,2024-10-30,,8210,1060,215,439,305,2,South,USA,Consumer,Medium,Wallet,Furniture,Office Furniture,2,1010.53,1049.08,0.23,2021.06,464.84,1556.22,1437.16,119.06,112.83,10.49,0,1,100.6
52380,ORD-20241029-052380,1,2024-10-29,2024-10-31,2024-10-31,,6920,1040,217,425,305,2,North,USA,Corporate,Medium,Net Terms,Home Appliances,Cleaning,1,380.27,391.77,0.21,380.27,79.86,300.41,202.65,97.76,21.78,2.52,0,1,113.2
52381,ORD-20241029-052381,1,2024-10-29,2024-11-01,2024-10-31,,5164,1076,218,448,306,3,North,USA,Corporate,Critical,Card,Furniture,Bedroom,25,1040.84,965.17,0.11,26021.0,2862.31,23158.69,14143.5,9015.19,926.35,43.44,0,1,109.7
52382,ORD-20241029-052382,1,2024-10-29,2024-11-01,2024-10-29,,6059,1097,220,443,305,4,North,USA,Consumer,Low,Card,Fashion,Footwear,4,49.47,53.58,0.24,197.88,47.49,150.39,129.54,20.85,10.9,8.61,0,1,115.1
52383,ORD-20241029-052383,1,2024-10-29,2024-10-30,2024-10-31,,5408,1145,213,410,305,1,North,USA,Small Business,Low,Card,Beauty,Skincare,7,46.66,47.49,0.19,326.62,62.06,264.56,200.61,63.95,19.18,0.0,0,1,108.6
52384,ORD-20241029-052384,1,2024-10-29,2024-10-31,2024-10-29,,5840,1173,218,433,306,3,North,USA,Home Office,Low,Card,Office Supplies,Writing,15,48.62,51.55,0.09,729.3,65.64,663.66,387.72,275.94,26.55,11.97,0,1,114.0
52385,ORD-20241029-052385,1,2024-10-29,2024-10-31,2024-10-29,,6607,1129,214,448,0,1,West,USA,Consumer,Medium,Bank Transfer,Sports,Outdoor,1,156.18,145.22,0.0,156.18,0.0,156.18,65.28,90.9,11.32,0.0,0,1,103.4
52386,ORD-20241029-052386,1,2024-10-29,2024-11-02,2024-10-31,,5585,1113,219,453,306,3,South,USA,Small Business,High,Net Terms,Grocery,Staples,15,31.48,29.55,0.11,472.2,51.94,420.26,271.14,149.12,16.81,14.09,0,1,100.0
52387,ORD-20241029-052387,1,2024-10-29,2024-11-03,2024-10-30,,7575,1140,218,406,306,3,North,USA,Consumer,Medium,Card,Sports,Athleisure,40,296.42,278.74,0.1,11856.8,1185.68,10671.12,6577.21,4093.91,426.84,30.85,0,0,118.6
52388,ORD-20241029-052388,1,2024-10-29,2024-10-29,2024-10-31,,8186,1057,215,455,0,2,South,USA,Consumer,Medium,Net Terms,Furniture,Office Furniture,8,781.14,742.47,0.0,6249.12,0.0,6249.12,3520.51,2728.61,453.06,5.3,0,1,118.9
52389,ORD-20241029-052389,1,2024-10-29,2024-11-01,2024-10-29,,9317,1143,219,428,306,3,South,USA,Consumer,Medium,Net Terms,Beauty,Skincare,30,59.12,55.99,0.06,1773.6,106.42,1667.18,999.94,667.24,66.69,61.55,0,1,110.7
52390,ORD-20241029-052390,1,2024-10-29,2024-10-30,2024-10-30,,8148,1003,217,449,0,2,North,USA,Home Office,High,Card,Electronics,Laptop,1,1157.96,1158.38,0.0,1157.96,0.0,1157.96,706.46,451.5,83.95,8.25,0,1,108.7
52391,ORD-20241029-052391,1,2024-10-29,2024-11-02,2024-10-29,,7180,1127,216,456,305,2,East,USA,Consumer,Medium,Wallet,Sports,Outdoor,3,220.12,217.87,0.25,660.36,165.09,495.27,307.82,187.45,35.91,4.3,0,0,116.6
52392,ORD-20241029-052392,1,2024-10-29,2024-10-31,2024-10-30,2024-11-18,9182,1171,220,424,305,4,North,USA,Small Business,High,Cash,Office Supplies,Writing,3,75.78,73.96,0.17,227.34,38.65,188.69,129.51,59.18,13.68,8.65,1,1,105.3
52393,ORD-20241029-052393,1,2024-10-29,2024-10-29,2024-10-31,,6499,1160,209,406,0,1,East,USA,Consumer,High,Card,Beauty,Personal Care,2,57.31,59.44,0.0,114.62,0.0,114.62,66.09,48.53,8.31,0.0,0,1,101.0
52394,ORD-20241029-052394,1,2024-10-29,2024-11-02,2024-10-29,,5626,1086,220,456,0,4,North,USA,Consumer,Medium,Wallet,Fashion,Women Apparel,1,153.79,150.49,0.0,153.79,0.0,153.79,94.0,59.79,11.15,8.7,0,1,100.7
52395,ORD-20241029-052395,1,2024-10-29,2024-10-30,2024-10-31,,7852,1011,209,408,0,1,East,USA,Small Business,High,Card,Electronics,Tablet,2,905.59,840.29,0.01,1811.18,18.11,1793.07,951.04,842.03,130.0,0.0,0,1,108.2
52396,ORD-20241029-052396,1,2024-10-29,2024-11-01,2024-10-29,,8319,1055,215,433,305,2,South,USA,Corporate,High,Wallet,Home Appliances,Laundry,4,301.55,315.37,0.18,1206.2,217.12,989.08,771.55,217.53,71.71,6.6,0,0,117.7
52397,ORD-20241029-052397,1,2024-10-29,2024-10-31,2024-10-29,,8206,1076,207,423,305,1,North,USA,Corporate,High,Card,Furniture,Bedroom,2,995.6,986.36,0.22,1991.2,438.06,1553.14,1109.24,443.9,112.6,0.0,0,1,101.0
52398,ORD-20241029-052398,1,2024-10-29,2024-10-31,2024-10-31,,5990,1082,213,438,0,1,North,USA,Consumer,Medium,Wallet,Fashion,Men Apparel,3,37.13,37.56,0.0,111.39,0.0,111.39,68.44,42.95,8.08,0.0,0,1,103.5
52399,ORD-20241029-052399,1,2024-10-29,2024-10-29,2024-10-29,,8158,1090,216,426,0,2,East,USA,Corporate,Medium,Card,Fashion,Women Apparel,1,78.41,76.56,0.01,78.41,0.78,77.63,36.86,40.77,5.63,5.6,0,1,104.0
52400,ORD-20241029-052400,1,2024-10-29,2024-10-29,2024-10-31,,6270,1078,206,432,305,1,South,USA,Home Office,Critical,Card,Fashion,Men Apparel,1,127.5,130.75,0.2,127.5,25.5,102.0,78.69,23.31,7.4,0.0,0,1,104.9
52401,ORD-20241029-052401,1,2024-10-29,2024-11-02,2024-10-30,2024-12-06,9807,1024,220,443,305,4,North,USA,Home Office,High,Card,Electronics,Audio,3,1561.76,1574.08,0.24,4685.28,1124.47,3560.81,2409.07,1151.74,258.16,10.33,1,1,109.4
52402,ORD-20241029-052402,1,2024-10-29,2024-10-31,2024-10-30,,6275,1028,210,403,305,1,West,USA,Corporate,Medium,Card,Electronics,Audio,1,1263.8,1193.79,0.23,1263.8,290.67,973.13,682.1,291.03,70.55,0.0,0,1,99.8
52403,ORD-20241029-052403,1,2024-10-29,2024-10-29,2024-10-30,,6276,1046,210,415,305,1,West,USA,Consumer,Low,Cash,Home Appliances,Cooling,1,69.89,68.5,0.15,69.89,10.48,59.41,33.3,26.11,4.31,0.0,0,1,100.2
52404,ORD-20241029-052404,1,2024-10-29,2024-11-01,2024-10-29,,7929,1181,218,408,305,3,North,USA,Consumer,Medium,Card,Office Supplies,Storage,12,37.47,36.19,0.19,449.64,85.43,364.21,193.41,170.8,14.57,6.1,0,1,104.9
52405,ORD-20241029-052405,1,2024-10-29,2024-11-01,2024-10-30,,7992,1156,218,442,306,3,North,USA,Small Business,Low,Wallet,Beauty,Personal Care,15,70.44,68.35,0.07,1056.6,73.96,982.64,639.1,343.54,39.31,25.55,0,1,106.2
52406,ORD-20241029-052406,1,2024-10-29,2024-10-31,2024-10-31,,7267,1154,215,423,0,2,South,USA,Home Office,Low,Wallet,Beauty,Makeup,2,41.31,39.76,0.0,82.62,0.0,82.62,51.36,31.26,5.99,9.11,0,1,113.2
52407,ORD-20241029-052407,1,2024-10-29,2024-10-29,2024-10-29,,8458,1103,212,423,0,1,South,USA,Small Business,Critical,Card,Grocery,Beverages,3,41.01,38.8,0.0,123.03,0.0,123.03,60.08,62.95,8.92,0.0,0,1,103.3
52408,ORD-20241029-052408,1,2024-10-29,2024-11-01,2024-10-29,,5162,1054,218,434,306,3,North,USA,Consumer,Medium,Card,Home Appliances,Laundry,15,332.89,357.4,0.07,4993.35,349.53,4643.82,2971.78,1672.04,185.75,20.67,0,1,113.3
52409,ORD-20241029-052409,1,2024-10-29,2024-10-31,2024-10-30,,9259,1093,207,407,0,1,North,USA,Consumer,Medium,Wallet,Fashion,Footwear,1,47.4,49.45,0.0,47.4,0.0,47.4,29.98,17.42,3.44,0.0,0,1,110.1
52410,ORD-20241029-052410,1,2024-10-29,2024-10-31,2024-10-29,,7400,1069,220,418,0,4,North,USA,Consumer,Medium,Wallet,Furniture,Living Room,5,533.6,556.13,0.0,2668.0,0.0,2668.0,1923.02,744.98,193.43,4.54,0,1,108.7
52411,ORD-20241029-052411,1,2024-10-29,2024-10-29,2024-10-29,,5228,1066,216,432,0,2,East,USA,Consumer,High,Card,Furniture,Living Room,1,417.91,410.81,0.0,417.91,0.0,417.91,244.15,173.76,30.3,2.61,0,1,108.0
52412,ORD-20241029-052412,1,2024-10-29,2024-11-01,2024-10-29,,7081,1159,218,419,0,3,North,USA,Small Business,High,Wallet,Beauty,Personal Care,10,62.88,58.36,0.0,628.8,0.0,628.8,283.55,345.25,25.15,7.58,0,1,118.1
52413,ORD-20241029-052413,1,2024-10-29,2024-11-02,2024-10-30,,6930,1014,218,437,0,3,North,USA,Consumer,Low,Card,Electronics,Tablet,10,504.97,547.44,0.0,5049.7,0.0,5049.7,3671.44,1378.26,201.99,17.87,0,1,100.1
52414,ORD-20241029-052414,1,2024-10-29,2024-10-29,2024-10-31,,7880,1094,215,415,0,2,South,USA,Consumer,Medium,Bank Transfer,Fashion,Footwear,2,144.58,134.62,0.01,289.16,2.89,286.27,142.26,144.01,20.75,3.89,0,1,101.4
52415,ORD-20241029-052415,1,2024-10-29,2024-11-01,2024-10-30,,6735,1019,218,458,0,3,North,USA,Corporate,High,Cash,Electronics,Phone,10,1581.34,1596.17,0.0,15813.4,0.0,15813.4,10386.37,5427.03,632.54,22.36,0,1,106.7
52416,ORD-20241029-052416,1,2024-10-29,2024-10-30,2024-10-29,,7309,1027,217,431,0,2,North,USA,Consumer,High,Card,Electronics,Audio,1,1234.9,1164.43,0.0,1234.9,0.0,1234.9,727.07,507.83,89.53,6.92,0,1,112.3
52417,ORD-20241029-052417,1,2024-10-29,2024-10-29,2024-10-29,,9000,1141,211,449,305,1,East,USA,Small Business,Medium,Wallet,Beauty,Skincare,2,73.08,73.93,0.23,146.16,33.62,112.54,106.05,6.49,8.16,0.0,0,1,103.4
52418,ORD-20241029-052418,1,2024-10-29,2024-10-29,2024-10-30,,8692,1044,206,434,0,1,South,USA,Corporate,High,Card,Home Appliances,Cooling,1,272.68,284.4,0.0,272.68,0.0,272.68,140.75,131.93,19.77,0.0,0,1,105.4
52419,ORD-20241029-052419,1,2024-10-29,2024-10-30,2024-10-29,,9723,1170,205,458,305,1,South,USA,Consumer,Medium,Net Terms,Office Supplies,Writing,1,28.52,30.54,0.12,28.52,3.42,25.1,15.8,9.3,1.82,0.0,0,1,115.6
52420,ORD-20241029-052420,1,2024-10-29,2024-11-02,2024-10-31,,7699,1157,219,405,306,3,South,USA,Small Business,Medium,Card,Beauty,Personal Care,15,45.47,42.25,0.12,682.05,81.85,600.2,351.2,249.0,24.01,21.52,0,1,118.0
52421,ORD-20241029-052421,1,2024-10-29,2024-10-31,2024-10-30,,6373,1143,216,444,0,2,East,USA,Corporate,High,Card,Beauty,Skincare,2,51.65,53.79,0.0,103.3,0.0,103.3,67.55,35.75,7.49,6.34,0,1,106.7
52422,ORD-20241029-052422,1,2024-10-29,2024-10-31,2024-10-29,,9228,1038,216,439,305,2,East,USA,Consumer,Low,Wallet,Home Appliances,Cleaning,4,199.78,192.23,0.15,799.12,119.87,679.25,356.61,322.64,49.25,2.77,0,1,117.0
52423,ORD-20241029-052423,1,2024-10-29,2024-11-03,2024-10-29,,7275,1164,219,427,306,3,South,USA,Consumer,High,Card,Office Supplies,Paper,20,64.12,59.51,0.08,1282.4,102.59,1179.81,599.02,580.79,47.19,32.59,0,0,103.4
52424,ORD-20241029-052424,1,2024-10-29,2024-10-29,2024-10-30,,9536,1024,217,401,0,2,North,USA,Consumer,Medium,Net Terms,Electronics,Audio,4,1579.22,1598.88,0.01,6316.88,63.17,6253.71,3079.01,3174.7,453.39,2.53,0,1,111.7
52425,ORD-20241029-052425,1,2024-10-29,2024-10-29,2024-10-30,,5946,1061,206,416,0,1,South,USA,Consumer,Medium,Wallet,Furniture,Office Furniture,3,200.22,196.06,0.0,600.66,0.0,600.66,280.41,320.25,43.55,0.0,0,1,102.3
52426,ORD-20241029-052426,1,2024-10-29,2024-10-30,2024-10-30,,7767,1134,201,418,0,1,South,USA,Consumer,High,Net Terms,Sports,Athleisure,2,170.78,160.56,0.0,341.56,0.0,341.56,162.47,179.09,24.76,0.0,0,1,119.5
52427,ORD-20241029-052427,1,2024-10-29,2024-10-30,2024-10-30,,6806,1093,205,457,0,1,South,USA,Consumer,Medium,Card,Fashion,Footwear,1,48.09,48.86,0.0,48.09,0.0,48.09,29.63,18.46,3.49,0.0,0,1,115.9
52428,ORD-20241029-052428,1,2024-10-29,2024-10-30,2024-10-31,,6993,1043,213,404,0,1,North,USA,Consumer,High,Net Terms,Home Appliances,Cooling,1,411.97,445.97,0.0,411.97,0.0,411.97,253.75,158.22,29.87,0.0,0,1,107.3
52429,ORD-20241029-052429,1,2024-10-29,2024-10-31,2024-10-29,,6021,1013,201,427,0,1,South,USA,Small Business,Critical,Card,Electronics,Tablet,3,1082.77,1089.31,0.0,3248.31,0.0,3248.31,2282.06,966.25,235.5,0.0,0,1,114.3
52430,ORD-20241030-052430,1,2024-10-30,2024-10-31,2024-10-30,,5305,1083,217,402,0,2,North,USA,Consumer,Medium,Cash,Fashion,Men Apparel,2,64.16,61.29,0.0,128.32,0.0,128.32,66.73,61.59,9.3,2.67,0,1,109.8
